    321.32    254.80    194.01    272.62    330.76
    311.48    257.38    180.41    269.67    329.89
    304.80    267.96    178.42    267.79    322.20
    299.66    254.08    168.19    265.07    310.40
    298.49    255.67    162.39    262.08    307.02
    295.22    251.18    163.68    270.19    302.99
    284.48    247.36    158.23    278.13    307.54
    273.59    247.51    154.21    280.46    311.35
    284.21    250.38    150.06    273.90    303.39
    279.32    269.02    141.56    272.93    297.14
    275.84    294.65    149.98    268.70    281.09
    288.32    298.02    179.26    271.47    264.51
    274.76    300.12    180.08    266.49    264.45
    269.61    289.02    188.58    272.60    269.15
    287.84    282.20    200.52    271.30    266.53
    266.18    269.69    195.49    255.69    261.23
    276.25    245.33    187.92    248.12    263.13
    275.92    229.16    165.52    253.24    264.27
    256.88    219.55    155.42    247.70    264.36
    258.61    205.64    147.53    238.87    264.66
    267.43    210.63    146.61    226.39    265.05
    274.59    210.54    141.18    243.14    259.88
    281.83    214.73    133.85    243.54    254.02
    279.97    215.09    121.85    232.92    248.51
    277.65    207.32    123.26    222.99    242.25
    262.84    205.07    125.91    211.93    247.36
    261.41    218.85    128.23    215.57    249.35
    251.36    208.92    140.29    214.90    250.95
    253.33    209.08    139.13    218.48    245.33
    250.75    203.44    129.19    226.71    231.98
    259.81    204.07    127.50    230.60    227.15
    257.51    198.26    125.69    229.80    224.51
    247.20    201.60    128.41    233.40    222.35
    251.30    201.11    131.02    232.49    224.82
    229.43    196.41    138.28    231.81    216.72
    232.68    207.32    150.49    223.92    213.14
    257.02    220.20    147.95    226.87    215.13
    243.94    231.85    148.99    223.28    210.22
    263.36    244.28    159.53    243.45    211.69
    258.52    244.70    161.22    255.12    207.03
    271.86    257.02    163.73    244.72    208.71
    274.36    252.06    157.06    243.13    213.13
    263.80    247.39    141.93    235.91    225.79
    267.22    231.72    140.63    233.24    240.75
    262.69    211.41    136.63    234.01    248.05
    263.72    205.53    133.28    223.59    257.62
    271.06    207.44    137.16    213.27    265.72
    273.46    204.75    137.69    207.48    271.83
    273.12    207.90    118.89    210.61    277.48
    273.19    206.68    119.58    212.35    278.92
    275.26    205.17    111.52    221.00    283.67
    280.28    205.52    110.19    224.34    291.10
    280.80    204.85    107.55    219.00    301.02
    284.89    197.91    107.83    217.98    290.12
    294.82    200.82    107.31    217.70    284.36
    291.51    212.25    108.03    230.39    283.89
    295.34    220.94    111.72    233.14    288.29
    309.26    224.58    111.85    220.10    297.36
    309.22    229.57    110.16    213.91    305.02
    316.60    234.11    114.56    200.80    316.46
    314.83    240.79    117.48    209.62    317.98
    306.17    254.08    110.76    219.05    313.62
    311.04    269.72    126.50    231.39    306.17
    316.69    277.69    149.60    245.78    308.02
    328.82    275.52    154.46    252.88    311.27
    334.83    271.05    152.82    259.08    312.23
    340.67    264.79    156.99    257.95    322.56
    343.16    247.49    150.35    258.66    329.43
    332.58    228.42    141.23    257.57    339.69
    339.99    220.77    141.53    256.27    335.02
    341.56    219.32    142.51    252.49    333.65
    338.12    220.91    137.86    244.51    340.49
    342.63    221.42    134.88    246.98    338.86
    345.58    223.97    136.30    245.02    341.13
    343.42    233.89    138.69    245.68    343.49
    353.39    249.62    132.49    238.55    339.12
    350.29    254.71    134.05    236.28    333.33
    338.25    263.85    137.48    229.78    337.20
    338.38    273.82    139.93    229.01    346.41
    342.42    283.57    141.71    238.70    368.15
    355.39    287.30    142.49    243.73    381.91
    345.07    300.80    159.44    248.20    376.91
    343.18    314.87    177.56    255.63    371.02
    337.46    318.80    168.18    264.07    363.09
    324.60    339.05    174.03    279.88    365.55
    332.28    350.65    174.36    303.71    369.89
    334.63    351.22    181.62    302.69    361.49
    323.07    344.84    181.29    315.87    362.86
    334.89    340.99    188.48    343.54    358.40
    342.15    336.87    199.89    339.53    361.41
    329.28    330.51    207.93    346.12    357.73
    335.65    325.94    210.26    353.90    348.24
    332.66    328.22    206.46    341.42    350.72
    324.78    336.36    206.39    327.40    354.57
    321.95    326.99    207.68    333.47    352.42
